Fluid,Amount,Empty Container,Empty Container Display Name,Empty Container Item,Filled Container,Filled Container Display Name,Filled Container Item
liquidoxygen,991,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@10,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,992,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@9,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,993,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@8,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,986,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@15,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,987,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@14,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,988,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@13,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,989,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@12,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,998,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@3,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,999,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@2,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,1000,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@1,Filled Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,994,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@7,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,995,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@6,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,996,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@5,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,997,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@4,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,974,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@27,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,975,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@26,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,976,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@25,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,977,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@24,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,970,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@31,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,971,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@30,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,972,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@29,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,973,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@28,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,982,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@19,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,983,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@18,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,984,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@17,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,985,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@16,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,978,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@23,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,979,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@22,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,980,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@21,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,981,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@20,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,958,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@43,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,959,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@42,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,960,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@41,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,961,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@40,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,954,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@47,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,955,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@46,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,956,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@45,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,957,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@44,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,966,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@35,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,967,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@34,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,968,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@33,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,969,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@32,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,962,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@39,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,963,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@38,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,964,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@37,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,965,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@36,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,942,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@59,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,943,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@58,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,944,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@57,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,945,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@56,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,938,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@63,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,939,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@62,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,940,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@61,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,941,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@60,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,950,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@51,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,951,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@50,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,952,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@49,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,953,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@48,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,946,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@55,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,947,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@54,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,948,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@53,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,949,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@52,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,926,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@75,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,927,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@74,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,928,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@73,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,929,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@72,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,922,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@79,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,923,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@78,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,924,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@77,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,925,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@76,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,934,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@67,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,935,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@66,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,936,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@65,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,937,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@64,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,930,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@71,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,931,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@70,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,932,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@69,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,933,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@68,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,910,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@91,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,911,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@90,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,912,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@89,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,913,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@88,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,906,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@95,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,907,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@94,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,908,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@93,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,909,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@92,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,918,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@83,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,919,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@82,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,920,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@81,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,921,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@80,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,914,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@87,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,915,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@86,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,916,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@85,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,917,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@84,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,894,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@107,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
liquidoxygen,895,1xitem.oilCanisterPartial@1001,Empty Canister,GalacticraftCore:item.oilCanisterPartial,1xitem.canisterPartialLOX@106,Canister of Liquid Oxygen,GalacticraftMars:item.canisterPartialLOX
